city,state,state_full,county,county_fips
Moundville,AL,Alabama,Hale,01065
Mount Hope,AL,Alabama,Lawrence,01079
Mount Meigs,AL,Alabama,Montgomery,01101
Mount Olive,AL,Alabama,Jefferson,01073
Mount Vernon,AL,Alabama,Mobile,01097
Mulga,AL,Alabama,Jefferson,01073
Munford,AL,Alabama,Talladega,01121
Muscadine,AL,Alabama,Cleburne,01029
Muscle Shoals,AL,Alabama,Colbert,01033
Myrtlewood,AL,Alabama,Marengo,01091
Nanafalia,AL,Alabama,Marengo,01091
Natural Bridge,AL,Alabama,Winston,01133
Nauvoo,AL,Alabama,Walker,01127
Needham,AL,Alabama,Choctaw,01023
New Brockton,AL,Alabama,Coffee,01031
New Castle,AL,Alabama,Jefferson,01073
New Hope,AL,Alabama,Madison,01089
New Market,AL,Alabama,Madison,01089
Newbern,AL,Alabama,Hale,01065
Newton,AL,Alabama,Dale,01045
Newville,AL,Alabama,Henry,01067
Normal,AL,Alabama,Madison,01089
Northport,AL,Alabama,Tuscaloosa,01125
Notasulga,AL,Alabama,Macon,01087
Oak Hill,AL,Alabama,Wilcox,01131
Oakman,AL,Alabama,Walker,01127
Odenville,AL,Alabama,Saint Clair,01115
Ohatchee,AL,Alabama,Calhoun,01015
Oneonta,AL,Alabama,Blount,01009
Opelika,AL,Alabama,Lee,01081
Opp,AL,Alabama,Covington,01039
Orange Beach,AL,Alabama,Baldwin,01003
Orrville,AL,Alabama,Dallas,01047
Owens Cross Roads,AL,Alabama,Madison,01089
Oxford,AL,Alabama,Calhoun,01015
Ozark,AL,Alabama,Dale,01045
Paint Rock,AL,Alabama,Jackson,01071
Palmerdale,AL,Alabama,Jefferson,01073
Panola,AL,Alabama,Sumter,01119
Pansey,AL,Alabama,Houston,01069
Parrish,AL,Alabama,Walker,01127
Pelham,AL,Alabama,Shelby,01117
Pell City,AL,Alabama,Saint Clair,01115
Pennington,AL,Alabama,Choctaw,01023
Perdido,AL,Alabama,Baldwin,01003
Perdue Hill,AL,Alabama,Monroe,01099
Perote,AL,Alabama,Bullock,01011
Peterman,AL,Alabama,Monroe,01099
Peterson,AL,Alabama,Tuscaloosa,01125
Petrey,AL,Alabama,Crenshaw,01041
Phenix City,AL,Alabama,Russell,01113
Phenix City,AL,Alabama,Lee,01081
Phil Campbell,AL,Alabama,Franklin,01059
Piedmont,AL,Alabama,Calhoun,01015
Pike Road,AL,Alabama,Montgomery,01101
Pinckard,AL,Alabama,Dale,01045
Pine Apple,AL,Alabama,Wilcox,01131
Pine Hill,AL,Alabama,Wilcox,01131
Pine Level,AL,Alabama,Montgomery,01101
Pinson,AL,Alabama,Jefferson,01073
Pisgah,AL,Alabama,Jackson,01071
Pittsview,AL,Alabama,Russell,01113
Plantersville,AL,Alabama,Dallas,01047
Pleasant Grove,AL,Alabama,Jefferson,01073
Point Clear,AL,Alabama,Baldwin,01003
Prattville,AL,Alabama,Autauga,01001
Princeton,AL,Alabama,Jackson,01071
Quinton,AL,Alabama,Walker,01127
Ragland,AL,Alabama,Saint Clair,01115
Rainbow City,AL,Alabama,Etowah,01055
Rainsville,AL,Alabama,De Kalb,01049
Ralph,AL,Alabama,Tuscaloosa,01125
Ramer,AL,Alabama,Montgomery,01101
Ranburne,AL,Alabama,Cleburne,01029
Randolph,AL,Alabama,Bibb,01007
Range,AL,Alabama,Conecuh,01035
RBC,AL,Alabama,Etowah,01055
Red Bay,AL,Alabama,Franklin,01059
Red Level,AL,Alabama,Covington,01039
Reform,AL,Alabama,Pickens,01107
Remlap,AL,Alabama,Blount,01009
Repton,AL,Alabama,Conecuh,01035
River Falls,AL,Alabama,Covington,01039
Riverside,AL,Alabama,Saint Clair,01115
Roanoke,AL,Alabama,Randolph,01111
Robertsdale,AL,Alabama,Baldwin,01003
Rockford,AL,Alabama,Coosa,01037
Rogersville,AL,Alabama,Lauderdale,01077
Russellville,AL,Alabama,Franklin,01059
Rutledge,AL,Alabama,Crenshaw,01041
Ryland,AL,Alabama,Madison,01089
Safford,AL,Alabama,Dallas,01047
Saginaw,AL,Alabama,Shelby,01117
Saint Elmo,AL,Alabama,Mobile,01097
Saint Stephens,AL,Alabama,Washington,01129
Salem,AL,Alabama,Lee,01081
Samantha,AL,Alabama,Tuscaloosa,01125
Samson,AL,Alabama,Geneva,01061
Saraland,AL,Alabama,Mobile,01097
Sardis,AL,Alabama,Dallas,01047
Satsuma,AL,Alabama,Mobile,01097
Sawyerville,AL,Alabama,Hale,01065
Sayre,AL,Alabama,Jefferson,01073
Scottsboro,AL,Alabama,Jackson,01071
Seale,AL,Alabama,Russell,01113
Section,AL,Alabama,Jackson,01071
Selma,AL,Alabama,Dallas,01047
Seminole,AL,Alabama,Baldwin,01003
Semmes,AL,Alabama,Mobile,01097
Shannon,AL,Alabama,Jefferson,01073
Sheffield,AL,Alabama,Colbert,01033
Shelby,AL,Alabama,Shelby,01117
Shorter,AL,Alabama,Macon,01087
Shorterville,AL,Alabama,Henry,01067
Silas,AL,Alabama,Choctaw,01023
Siluria,AL,Alabama,Shelby,01117
Silverhill,AL,Alabama,Baldwin,01003
Sipsey,AL,Alabama,Walker,01127
Skipperville,AL,Alabama,Dale,01045
Slocomb,AL,Alabama,Geneva,01061
Smiths Station,AL,Alabama,Lee,01081
Somerville,AL,Alabama,Morgan,01103
Spanish Fort,AL,Alabama,Baldwin,01003
Spring Garden,AL,Alabama,Cherokee,01019
Springville,AL,Alabama,Saint Clair,01115
Spruce Pine,AL,Alabama,Franklin,01059
Stanton,AL,Alabama,Chilton,01021
Stapleton,AL,Alabama,Baldwin,01003
Steele,AL,Alabama,Saint Clair,01115
Sterrett,AL,Alabama,Shelby,01117
Stevenson,AL,Alabama,Jackson,01071
Stockton,AL,Alabama,Baldwin,01003
Sulligent,AL,Alabama,Lamar,01075
Sumiton,AL,Alabama,Walker,01127
Summerdale,AL,Alabama,Baldwin,01003
Sunflower,AL,Alabama,Washington,01129
Sweet Water,AL,Alabama,Marengo,01091
Sycamore,AL,Alabama,Talladega,01121
Sylacauga,AL,Alabama,Talladega,01121
Sylvania,AL,Alabama,De Kalb,01049
Talladega,AL,Alabama,Talladega,01121
Tallassee,AL,Alabama,Elmore,01051
Tanner,AL,Alabama,Limestone,01083
Theodore,AL,Alabama,Mobile,01097
Thomaston,AL,Alabama,Marengo,01091
Thomasville,AL,Alabama,Clarke,01025
Thorsby,AL,Alabama,Chilton,01021
Tibbie,AL,Alabama,Washington,01129
Titus,AL,Alabama,Elmore,01051
Toney,AL,Alabama,Madison,01089
Town Creek,AL,Alabama,Lawrence,01079
Townley,AL,Alabama,Walker,01127
Toxey,AL,Alabama,Choctaw,01023
Trafford,AL,Alabama,Jefferson,01073
Trenton,AL,Alabama,Jackson,01071
Trinity,AL,Alabama,Morgan,01103
Troy,AL,Alabama,Pike,01109
Trussville,AL,Alabama,Jefferson,01073
Tuscaloosa,AL,Alabama,Tuscaloosa,01125
Tuscumbia,AL,Alabama,Colbert,01033
Tuskegee,AL,Alabama,Macon,01087
Tuskegee Institute,AL,Alabama,Macon,01087
Tyler,AL,Alabama,Lowndes,01085
Union Grove,AL,Alabama,Marshall,01095
Union Springs,AL,Alabama,Bullock,01011
Uniontown,AL,Alabama,Perry,01105
Uriah,AL,Alabama,Monroe,01099
Valhermoso Springs,AL,Alabama,Morgan,01103
Valley,AL,Alabama,Chambers,01017
Valley,AL,Alabama,Lee,01081
Valley Head,AL,Alabama,De Kalb,01049
Vance,AL,Alabama,Tuscaloosa,01125
Vandiver,AL,Alabama,Shelby,01117
Verbena,AL,Alabama,Chilton,01021
Vernon,AL,Alabama,Lamar,01075
Vina,AL,Alabama,Franklin,01059
Vincent,AL,Alabama,Shelby,01117
Vinegar Bend,AL,Alabama,Washington,01129
Vinemont,AL,Alabama,Cullman,01043
Vredenburgh,AL,Alabama,Monroe,01099
Wadley,AL,Alabama,Randolph,01111
Wagarville,AL,Alabama,Washington,01129
Walnut Grove,AL,Alabama,Etowah,01055
Ward,AL,Alabama,Choctaw,01023
Warrior,AL,Alabama,Jefferson,01073
Waterloo,AL,Alabama,Lauderdale,01077
Watson,AL,Alabama,Jefferson,01073
Wattsville,AL,Alabama,Saint Clair,01115
Waverly,AL,Alabama,Lee,01081
Weaver,AL,Alabama,Calhoun,01015
Webb,AL,Alabama,Houston,01069
Wedowee,AL,Alabama,Randolph,01111
Wellington,AL,Alabama,Calhoun,01015
Weogufka,AL,Alabama,Coosa,01037
West Blocton,AL,Alabama,Bibb,01007
West Greene,AL,Alabama,Greene,01063
Westover,AL,Alabama,Shelby,01117
Wetumpka,AL,Alabama,Elmore,01051
Whatley,AL,Alabama,Clarke,01025
Wilmer,AL,Alabama,Mobile,01097
Wilsonville,AL,Alabama,Shelby,01117
Wilton,AL,Alabama,Shelby,01117
Winfield,AL,Alabama,Marion,01093
Wing,AL,Alabama,Covington,01039
Woodland,AL,Alabama,Randolph,01111
Woodstock,AL,Alabama,Bibb,01007
Woodville,AL,Alabama,Jackson,01071
York,AL,Alabama,Sumter,01119
Adona,AR,Arkansas,Perry,05105
Alexander,AR,Arkansas,Saline,05125
Alicia,AR,Arkansas,Lawrence,05079
Alix,AR,Arkansas,Franklin,05059
Alleene,AR,Arkansas,Little River,05081
Alma,AR,Arkansas,Crawford,05033
Almyra,AR,Arkansas,Arkansas,05001
Alpena,AR,Arkansas,Boone,05009
Alpine,AR,Arkansas,Clark,05019
Altheimer,AR,Arkansas,Jefferson,05073
Altus,AR,Arkansas,Franklin,05059
Amagon,AR,Arkansas,Jackson,05071
Amity,AR,Arkansas,Clark,05019
Antoine,AR,Arkansas,Pike,05109
Arkadelphia,AR,Arkansas,Clark,05019
Arkansas City,AR,Arkansas,Desha,05041
Armorel,AR,Arkansas,Mississippi,05093
Ash Flat,AR,Arkansas,Sharp,05135
Ashdown,AR,Arkansas,Little River,05081
Atkins,AR,Arkansas,Pope,05115
Aubrey,AR,Arkansas,Lee,05081
Augusta,AR,Arkansas,Woodruff,05147
Austin,AR,Arkansas,Lonoke,05085
Avoca,AR,Arkansas,Benton,05007
Bald Knob,AR,Arkansas,White,05145
Banks,AR,Arkansas,Bradley,05011
Barling,AR,Arkansas,Sebastian,05131
Barton,AR,Arkansas,Phillips,05107
Bassett,AR,Arkansas,Mississippi,05093
Batesville,AR,Arkansas,Independence,05063
Bauxite,AR,Arkansas,Saline,05125
Bay,AR,Arkansas,Craighead,05031
Bearden,AR,Arkansas,Ouachita,05103
Beaver,AR,Arkansas,Carroll,05015
Bee Branch,AR,Arkansas,Van Buren,05141
Beebe,AR,Arkansas,White,05145
Beech Grove,AR,Arkansas,Greene,05063
Beedeville,AR,Arkansas,Jackson,05071
Beirne,AR,Arkansas,Clark,05019
Bella Vista,AR,Arkansas,Benton,05007
Belleville,AR,Arkansas,Yell,05149
Ben Lomond,AR,Arkansas,Sevier,05133
Benton,AR,Arkansas,Saline,05125
Bentonville,AR,Arkansas,Benton,05007
Bergman,AR,Arkansas,Boone,05009
Berryville,AR,Arkansas,Carroll,05015
Bexar,AR,Arkansas,Fulton,05049
Big Flat,AR,Arkansas,Baxter,05005
Bigelow,AR,Arkansas,Perry,05105
Biggers,AR,Arkansas,Randolph,05111
Biscoe,AR,Arkansas,Prairie,05117
Bismarck,AR,Arkansas,Hot Spring,05059
Black Oak,AR,Arkansas,Craighead,05031
Black Rock,AR,Arkansas,Lawrence,05079
Blevins,AR,Arkansas,Hempstead,05057
Blue Mountain,AR,Arkansas,Logan,05083
Bluff City,AR,Arkansas,Nevada,05099
Bluffton,AR,Arkansas,Yell,05149
Blytheville,AR,Arkansas,Mississippi,05093
Board Camp,AR,Arkansas,Polk,05113
Boles,AR,Arkansas,Scott,05127
Bonnerdale,AR,Arkansas,Hot Spring,05059
Bono,AR,Arkansas,Craighead,05031
Booneville,AR,Arkansas,Logan,05083
Bradford,AR,Arkansas,White,05145
Bradley,AR,Arkansas,Lafayette,05073
Branch,AR,Arkansas,Franklin,05059
Brickeys,AR,Arkansas,Lee,05081
Briggsville,AR,Arkansas,Yell,05149
Brinkley,AR,Arkansas,Monroe,05099
Brockwell,AR,Arkansas,Izard,05065
Brookland,AR,Arkansas,Craighead,05031
Bryant,AR,Arkansas,Saline,05125
Buckner,AR,Arkansas,Lafayette,05073
Bull Shoals,AR,Arkansas,Marion,05093
Burdette,AR,Arkansas,Mississippi,05093
Cabot,AR,Arkansas,Lonoke,05085
Caddo Gap,AR,Arkansas,Montgomery,05101
Caldwell,AR,Arkansas,Saint Francis,05123
Cale,AR,Arkansas,Nevada,05099
Calico Rock,AR,Arkansas,Izard,05065
Calion,AR,Arkansas,Union,05139
Camden,AR,Arkansas,Ouachita,05103
Camp,AR,Arkansas,Fulton,05049
Canehill,AR,Arkansas,Washington,05129
Caraway,AR,Arkansas,Craighead,05031
Carlisle,AR,Arkansas,Lonoke,05085
Carthage,AR,Arkansas,Dallas,05047
Casa,AR,Arkansas,Perry,05105
Cash,AR,Arkansas,Craighead,05031
Casscoe,AR,Arkansas,Arkansas,05001
Cave City,AR,Arkansas,Sharp,05135
Cave Springs,AR,Arkansas,Benton,05007
Cecil,AR,Arkansas,Franklin,05059
Cedarville,AR,Arkansas,Crawford,05033
Center Ridge,AR,Arkansas,Conway,05029
Centerton,AR,Arkansas,Benton,05007
Centerville,AR,Arkansas,Yell,05149
Charleston,AR,Arkansas,Franklin,05059
Charlotte,AR,Arkansas,Independence,05063
Cherokee Village,AR,Arkansas,Sharp,05135
Cherry Valley,AR,Arkansas,Cross,05037
Chester,AR,Arkansas,Crawford,05033
Chidester,AR,Arkansas,Ouachita,05103
Choctaw,AR,Arkansas,Van Buren,05141
Clarendon,AR,Arkansas,Monroe,05099
Clarkedale,AR,Arkansas,Crittenden,05035
Clarkridge,AR,Arkansas,Baxter,05005
Clarksville,AR,Arkansas,Johnson,05071
Cleveland,AR,Arkansas,Conway,05029
Clinton,AR,Arkansas,Van Buren,05141
Coal Hill,AR,Arkansas,Johnson,05071
College Station,AR,Arkansas,Pulaski,05119
Colt,AR,Arkansas,Saint Francis,05123
Columbus,AR,Arkansas,Hempstead,05057
Combs,AR,Arkansas,Madison,05089
Compton,AR,Arkansas,Newton,05101
Concord,AR,Arkansas,Cleburne,05029
Conway,AR,Arkansas,Faulkner,05045
Cord,AR,Arkansas,Independence,05063
Corning,AR,Arkansas,Clay,05027
Cotter,AR,Arkansas,Baxter,05005
Cotton Plant,AR,Arkansas,Woodruff,05147
Cove,AR,Arkansas,Polk,05113
Coy,AR,Arkansas,Lonoke,05085
Crawfordsville,AR,Arkansas,Crittenden,05035
Crocketts Bluff,AR,Arkansas,Arkansas,05001
Crossett,AR,Arkansas,Ashley,05003
Crumrod,AR,Arkansas,Phillips,05107
Curtis,AR,Arkansas,Clark,05019
Cushman,AR,Arkansas,Independence,05063
Damascus,AR,Arkansas,Van Buren,05141
Danville,AR,Arkansas,Yell,05149
Dardanelle,AR,Arkansas,Yell,05149
Datto,AR,Arkansas,Clay,05027
De Queen,AR,Arkansas,Sevier,05133
De Valls Bluff,AR,Arkansas,Prairie,05117
De Witt,AR,Arkansas,Arkansas,05001
Decatur,AR,Arkansas,Benton,05007
Deer,AR,Arkansas,Newton,05101
Delaplaine,AR,Arkansas,Greene,05063
Delaware,AR,Arkansas,Logan,05083
Delight,AR,Arkansas,Pike,05109
Dell,AR,Arkansas,Mississippi,05093
Dennard,AR,Arkansas,Van Buren,05141
Dermott,AR,Arkansas,Chicot,05017
Des Arc,AR,Arkansas,Prairie,05117
Desha,AR,Arkansas,Independence,05063
Diamond City,AR,Arkansas,Boone,05009
Diaz,AR,Arkansas,Jackson,05071
Dierks,AR,Arkansas,Howard,05061
Doddridge,AR,Arkansas,Miller,05091
Dolph,AR,Arkansas,Izard,05065
Donaldson,AR,Arkansas,Hot Spring,05059
Dover,AR,Arkansas,Pope,05115
Drasco,AR,Arkansas,Cleburne,05029
Driver,AR,Arkansas,Mississippi,05093
Dumas,AR,Arkansas,Desha,05041
Dyer,AR,Arkansas,Crawford,05033
Dyess,AR,Arkansas,Mississippi,05093
Earle,AR,Arkansas,Crittenden,05035
Edgemont,AR,Arkansas,Cleburne,05029
Edmondson,AR,Arkansas,Crittenden,05035
Egypt,AR,Arkansas,Craighead,05031
El Dorado,AR,Arkansas,Union,05139
El Paso,AR,Arkansas,White,05145
Elaine,AR,Arkansas,Phillips,05107
Elizabeth,AR,Arkansas,Fulton,05049
Elkins,AR,Arkansas,Washington,05129
Elm Springs,AR,Arkansas,Washington,05129
Emerson,AR,Arkansas,Columbia,05027
Emmet,AR,Arkansas,Nevada,05099
England,AR,Arkansas,Lonoke,05085
Enola,AR,Arkansas,Faulkner,05045
Ethel,AR,Arkansas,Arkansas,05001
Etowah,AR,Arkansas,Mississippi,05093
Eudora,AR,Arkansas,Chicot,05017
Eureka Springs,AR,Arkansas,Carroll,05015
Evansville,AR,Arkansas,Washington,05129
Evening Shade,AR,Arkansas,Sharp,05135
Everton,AR,Arkansas,Boone,05009
Fairfield Bay,AR,Arkansas,Van Buren,05141
Farmington,AR,Arkansas,Washington,05129
Fayetteville,AR,Arkansas,Washington,05129
Fifty Six,AR,Arkansas,Stone,05137
Fisher,AR,Arkansas,Poinsett,05111
Flippin,AR,Arkansas,Marion,05093
Floral,AR,Arkansas,Independence,05063
Fordyce,AR,Arkansas,Dallas,05047
Foreman,AR,Arkansas,Little River,05081
Forrest City,AR,Arkansas,Saint Francis,05123
Fort Smith,AR,Arkansas,Sebastian,05131
Fouke,AR,Arkansas,Miller,05091
Fountain Hill,AR,Arkansas,Ashley,05003
Fox,AR,Arkansas,Stone,05137
Franklin,AR,Arkansas,Izard,05065
Frenchmans Bayou,AR,Arkansas,Mississippi,05093
Friendship,AR,Arkansas,Hot Spring,05059
Fulton,AR,Arkansas,Hempstead,05057
Gamaliel,AR,Arkansas,Baxter,05005
Garfield,AR,Arkansas,Benton,05007
Garland City,AR,Arkansas,Miller,05091
Garner,AR,Arkansas,White,05145
Gassville,AR,Arkansas,Baxter,05005
Gateway,AR,Arkansas,Benton,05007
Genoa,AR,Arkansas,Miller,05091
Gentry,AR,Arkansas,Benton,05007
Gepp,AR,Arkansas,Fulton,05049
Gilbert,AR,Arkansas,Searcy,05129
Gillett,AR,Arkansas,Arkansas,05001
Gillham,AR,Arkansas,Sevier,05133
Gilmore,AR,Arkansas,Crittenden,05035
Glencoe,AR,Arkansas,Fulton,05049
Glenwood,AR,Arkansas,Pike,05109
Goodwin,AR,Arkansas,Saint Francis,05123
Goshen,AR,Arkansas,Washington,05129
Gosnell,AR,Arkansas,Mississippi,05093
Gould,AR,Arkansas,Lincoln,05079
Grady,AR,Arkansas,Lincoln,05079
Grannis,AR,Arkansas,Polk,05113
Grapevine,AR,Arkansas,Grant,05053
Gravelly,AR,Arkansas,Yell,05149
Gravette,AR,Arkansas,Benton,05007
Green Forest,AR,Arkansas,Carroll,05015
Greenbrier,AR,Arkansas,Faulkner,05045
Greenland,AR,Arkansas,Washington,05129
Greenway,AR,Arkansas,Clay,05027
Greenwood,AR,Arkansas,Sebastian,05131
Gregory,AR,Arkansas,Woodruff,05147
Griffithville,AR,Arkansas,White,05145
Grubbs,AR,Arkansas,Jackson,05071
Guion,AR,Arkansas,Izard,05065
Gurdon,AR,Arkansas,Clark,05019
Guy,AR,Arkansas,Faulkner,05045
Hackett,AR,Arkansas,Sebastian,05131
Hagarville,AR,Arkansas,Johnson,05071
Hamburg,AR,Arkansas,Ashley,05003
Hampton,AR,Arkansas,Calhoun,05015
Hardy,AR,Arkansas,Sharp,05135
Harrell,AR,Arkansas,Calhoun,05015
Harriet,AR,Arkansas,Searcy,05129
Harrisburg,AR,Arkansas,Poinsett,05111
Harrison,AR,Arkansas,Boone,05009
Hartford,AR,Arkansas,Sebastian,05131
Hartman,AR,Arkansas,Johnson,05071
Harvey,AR,Arkansas,Scott,05127
Hasty,AR,Arkansas,Newton,05101
Hatfield,AR,Arkansas,Polk,05113
Hattieville,AR,Arkansas,Conway,05029
Havana,AR,Arkansas,Yell,05149
Haynes,AR,Arkansas,Lee,05081
Hazen,AR,Arkansas,Prairie,05117
Heber Springs,AR,Arkansas,Cleburne,05029
Hector,AR,Arkansas,Pope,05115
Helena,AR,Arkansas,Phillips,05107
Henderson,AR,Arkansas,Baxter,05005
Hensley,AR,Arkansas,Saline,05125
Hermitage,AR,Arkansas,Bradley,05011
Heth,AR,Arkansas,Saint Francis,05123
Hickory Plains,AR,Arkansas,Prairie,05117
Hickory Ridge,AR,Arkansas,Cross,05037
Higden,AR,Arkansas,Cleburne,05029
Higginson,AR,Arkansas,White,05145
Hindsville,AR,Arkansas,Madison,05089
Hiwasse,AR,Arkansas,Benton,05007
Holly Grove,AR,Arkansas,Monroe,05099
Hope,AR,Arkansas,Hempstead,05057
Horatio,AR,Arkansas,Sevier,05133
Horseshoe Bend,AR,Arkansas,Izard,05065
Hot Springs National Park,AR,Arkansas,Garland,05051
Hot Springs Village,AR,Arkansas,Garland,05051
Houston,AR,Arkansas,Perry,05105
Hoxie,AR,Arkansas,Lawrence,05079
HS,AR,Arkansas,Garland,05051
Hughes,AR,Arkansas,Saint Francis,05123
Humnoke,AR,Arkansas,Lonoke,05085
Humphrey,AR,Arkansas,Jefferson,05073
Hunter,AR,Arkansas,Woodruff,05147
Huntington,AR,Arkansas,Sebastian,05131
Huntsville,AR,Arkansas,Madison,05089
Huttig,AR,Arkansas,Union,05139
Ida,AR,Arkansas,Cleburne,05029
Imboden,AR,Arkansas,Lawrence,05079
Ivan,AR,Arkansas,Dallas,05047
Jacksonport,AR,Arkansas,Jackson,05071
Jacksonville,AR,Arkansas,Pulaski,05119
Jasper,AR,Arkansas,Newton,05101
Jefferson,AR,Arkansas,Jefferson,05073
Jersey,AR,Arkansas,Bradley,05011
Jerusalem,AR,Arkansas,Conway,05029
Jessieville,AR,Arkansas,Garland,05051
Johnson,AR,Arkansas,Washington,05129
Joiner,AR,Arkansas,Mississippi,05093
Jones Mill,AR,Arkansas,Hot Spring,05059
Jonesboro,AR,Arkansas,Craighead,05031
Judsonia,AR,Arkansas,White,05145
Junction City,AR,Arkansas,Union,05139
Keiser,AR,Arkansas,Mississippi,05093
Kensett,AR,Arkansas,White,05145
Keo,AR,Arkansas,Lonoke,05085
Kingsland,AR,Arkansas,Cleveland,05025
Kingston,AR,Arkansas,Madison,05089
Kirby,AR,Arkansas,Pike,05109
Knobel,AR,Arkansas,Clay,05027
Knoxville,AR,Arkansas,Johnson,05071
La Grange,AR,Arkansas,Lee,05081
Lafe,AR,Arkansas,Greene,05063
Lake City,AR,Arkansas,Craighead,05031
Lake Village,AR,Arkansas,Chicot,05017
Lakeview,AR,Arkansas,Baxter,05005
Lamar,AR,Arkansas,Johnson,05071
Lambrook,AR,Arkansas,Phillips,05107
Langley,AR,Arkansas,Pike,05109
Lavaca,AR,Arkansas,Sebastian,05131
Lawson,AR,Arkansas,Union,05139
Leachville,AR,Arkansas,Mississippi,05093
Lead Hill,AR,Arkansas,Boone,05009
Leola,AR,Arkansas,Grant,05053
Lepanto,AR,Arkansas,Poinsett,05111
Leslie,AR,Arkansas,Searcy,05129
Letona,AR,Arkansas,White,05145
Lewisville,AR,Arkansas,Lafayette,05073
Lexa,AR,Arkansas,Phillips,05107
Lincoln,AR,Arkansas,Washington,05129
Little Rock,AR,Arkansas,Pulaski,05119
Little Rock Air Force Base,AR,Arkansas,Pulaski,05119
Lockesburg,AR,Arkansas,Sevier,05133
Locust Grove,AR,Arkansas,Independence,05063
London,AR,Arkansas,Pope,05115
Lonoke,AR,Arkansas,Lonoke,05085
Lonsdale,AR,Arkansas,Garland,05051
Louann,AR,Arkansas,Ouachita,05103
Lowell,AR,Arkansas,Benton,05007
LRAFB,AR,Arkansas,Pulaski,05119
Luxora,AR,Arkansas,Mississippi,05093
Lynn,AR,Arkansas,Lawrence,05079
Mabelvale,AR,Arkansas,Saline,05125
Madison,AR,Arkansas,Saint Francis,05123
Magazine,AR,Arkansas,Logan,05083
Magness,AR,Arkansas,Independence,05063
Magnolia,AR,Arkansas,Columbia,05027
Malvern,AR,Arkansas,Hot Spring,05059
Mammoth Spring,AR,Arkansas,Fulton,05049
Manila,AR,Arkansas,Mississippi,05093
Mansfield,AR,Arkansas,Scott,05127
Marble Falls,AR,Arkansas,Newton,05101
Marcella,AR,Arkansas,Stone,05137
Marianna,AR,Arkansas,Lee,05081
Marion,AR,Arkansas,Crittenden,05035
Marked Tree,AR,Arkansas,Poinsett,05111
Marmaduke,AR,Arkansas,Greene,05063
Marshall,AR,Arkansas,Searcy,05129
Marvell,AR,Arkansas,Phillips,05107
Maumelle,AR,Arkansas,Pulaski,05119
Mayflower,AR,Arkansas,Faulkner,05045
Maynard,AR,Arkansas,Randolph,05111
Maysville,AR,Arkansas,Benton,05007
Mc Caskill,AR,Arkansas,Hempstead,05057
Mc Crory,AR,Arkansas,Woodruff,05147
Mc Dougal,AR,Arkansas,Clay,05027
Mc Gehee,AR,Arkansas,Desha,05041
Mc Neil,AR,Arkansas,Columbia,05027
Mc Rae,AR,Arkansas,White,05145
Melbourne,AR,Arkansas,Izard,05065
Mellwood,AR,Arkansas,Phillips,05107
Mena,AR,Arkansas,Polk,05113
Menifee,AR,Arkansas,Conway,05029
Midland,AR,Arkansas,Sebastian,05131
Midway,AR,Arkansas,Baxter,05005
Mineral Springs,AR,Arkansas,Howard,05061
Minturn,AR,Arkansas,Lawrence,05079
Monette,AR,Arkansas,Craighead,05031
Monroe,AR,Arkansas,Monroe,05099
Monticello,AR,Arkansas,Drew,05043
Montrose,AR,Arkansas,Ashley,05003
Moro,AR,Arkansas,Lee,05081
Morrilton,AR,Arkansas,Conway,05029
Morrow,AR,Arkansas,Washington,05129
Moscow,AR,Arkansas,Jefferson,05073
Mount Holly,AR,Arkansas,Union,05139
Mount Ida,AR,Arkansas,Montgomery,05101
Mount Judea,AR,Arkansas,Newton,05101
Mount Pleasant,AR,Arkansas,Izard,05065
Mount Vernon,AR,Arkansas,Faulkner,05045
Mountain Home,AR,Arkansas,Baxter,05005
Mountain Pine,AR,Arkansas,Garland,05051
Mountain View,AR,Arkansas,Stone,05137
Mountainburg,AR,Arkansas,Crawford,05033
Mulberry,AR,Arkansas,Crawford,05033
Murfreesboro,AR,Arkansas,Pike,05109
N LR,AR,Arkansas,Pulaski,05119
Nashville,AR,Arkansas,Howard,05061
Natural Dam,AR,Arkansas,Crawford,05033
New Blaine,AR,Arkansas,Logan,05083
New Edinburg,AR,Arkansas,Cleveland,05025
Newark,AR,Arkansas,Independence,05063
Newhope,AR,Arkansas,Pike,05109
Newport,AR,Arkansas,Jackson,05071
Norfork,AR,Arkansas,Baxter,05005
Norman,AR,Arkansas,Montgomery,05101
Norphlet,AR,Arkansas,Union,05139
North Little Rock,AR,Arkansas,Pulaski,05119
O Kean,AR,Arkansas,Randolph,05111
Oak Grove,AR,Arkansas,Carroll,05015
Oakland,AR,Arkansas,Marion,05093
Oark,AR,Arkansas,Johnson,05071
Oden,AR,Arkansas,Montgomery,05101
Ogden,AR,Arkansas,Little River,05081
Oil Trough,AR,Arkansas,Independence,05063
Okolona,AR,Arkansas,Clark,05019
Ola,AR,Arkansas,Yell,05149
Omaha,AR,Arkansas,Boone,05009
Oneida,AR,Arkansas,Phillips,05107
Onia,AR,Arkansas,Stone,05137
Osceola,AR,Arkansas,Mississippi,05093
Oxford,AR,Arkansas,Izard,05065
Ozan,AR,Arkansas,Hempstead,05057
Ozark,AR,Arkansas,Franklin,05059
Ozone,AR,Arkansas,Johnson,05071
Palestine,AR,Arkansas,Saint Francis,05123
Pangburn,AR,Arkansas,White,05145
Paragould,AR,Arkansas,Greene,05063
